"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","Phone","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
2caa0d42-b77d-4f30-a06f-191a96c18779,f37215be-1589-4f91-8bad-b3bcace58b81,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+258@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Kellina,"#N/A","#N/A",Valle,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(440)475-1490,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
2d24d8f2-70e6-42a4-be83-eb4f6105936e,80b170e3-bfb0-4bd4-97ad-c79f55928c0a,"#N/A","#N/A","#N/A","#N/A","Darius Adamczyk became President and CEO of Honeywell in April 2017 and was elected to the Company’s Board of Directors in 2016. Previously, Adamczyk served as Honeywell’s President and Chief Operating Officer, responsible for driving continued profitable growth of the Company’s operating businesses through HOS Gold breakthrough growth strategies, including advanced software offerings that complement a diverse technology portfolio.",jmanningcongagdo+235@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Lotta,"#N/A","#N/A",Daryl,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(939) 937-4190,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2d57935d-54ef-452c-8aa7-1d7b00ac02a1,5d1c2ac8-5f60-4861-afe4-92995dacf6af,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+174@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Evonne,"#N/A","#N/A",Osborn,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",81 6365 8742,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
2d61911e-6e9d-485f-b452-48c9c6c26694,68158edc-3bdd-4874-b4e5-44ab04728baf,"#N/A","#N/A","#N/A","#N/A","Frank D’Amelio is the executive vice president, business operations and chief financial officer of Pfizer, responsible for finance, business development and business operations, including IT, procurement and real estate.",jmanningcongagdo+464@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Hilda,"#N/A","#N/A",Lorant,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(299) 738-2271,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
2da3b4a9-8269-4e96-ac28-307552208d9a,72264854-3b29-4167-97c4-eba918dbdb90,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+129@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Vanessa,"#N/A","#N/A",Wilt,"#N/A",San Francisco,USA,"#N/A","#N/A","#N/A",94107,CA,24 Willie Mays Plaza,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(691) 229-7599,"#N/A","#N/A",Chairman and CEO,Prodly,"#N/A","#N/A",false,false
2de92550-dc63-45b9-b951-9888d67ffeb2,b2976cc3-340e-4771-8637-a54bd0e9275a,"#N/A",(02) 7324 6069,"#N/A",Business Development,"#N/A",jmanningcongagdo+46@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A",(02) 7324 6069,Antonina,"#N/A","#N/A",Grant,"#N/A",Woollahra,Australia,"#N/A","#N/A","#N/A",2025,NSW,6 Rush St,0413 398 529,Woollahra,Australia,"#N/A","#N/A","#N/A","#N/A",2025,NSW,6 Rush St,(02) 7324 6069,"#N/A","#N/A",EVP Business Development,Prodly,"#N/A","#N/A",false,false
2ec02812-a681-4835-ae85-e13dbb0c5ce0,59c615e5-2125-4f36-b1b3-3b06165b5283,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+352@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Marielle,"#N/A","#N/A",Denys,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(440)475-1491,"#N/A","#N/A",CSO,Prodly,"#N/A","#N/A",false,false
2ec370e1-dd3a-452a-bde7-d83ae2378d21,fcac6c72-c753-404f-a9e7-72049eda3704,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+57@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Nari,"#N/A","#N/A",Pooh,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",070 4352 5277,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
2ec64e95-589d-4c4e-9952-0b0cb52613e7,b69b73ec-1a29-4b4b-9ccf-0ae2cb72723e,"#N/A","#N/A","#N/A","#N/A","Background: Chairman and Chief Executive Officer (2015 to present); President and Chief Executive Officer (2012-2015); President and Chief Executive Officer of Carlson, Inc., a worldwide hospitality and travel company (2008-2012); President and Chief Executive Officer of Carlson Wagonlit Travel, a business travel management company (2004-2008); senior executive positions with Vivendi Universal, a global media and telecommunications company (1999-2004).",jmanningcongagdo+817@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Dani,"#N/A","#N/A",Archibald,"#N/A",East Rutherford,USA,"#N/A","#N/A","#N/A",7073,NJ,1 Met Life Stadium Drive,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(893) 971-3458,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2ed2017b-09df-46b5-b181-89be5b9ab283,e827e82c-05d9-414f-a57d-6119af2ed692,"#N/A","#N/A",1973-06-02,"#N/A",Mr. Teague has served as Chief Executive Officer since January 2016 and has been a director of Enterprise GP since November 2010. He also serves as Co-Chairman of the Capital Projects Committee. Mr. Teague previously served as the Chief Operating Officer of Enterprise GP from November 2010 to December 2015 and served as Executive Vice President of Enterprise GP from November 2010 until February 2013.,jmanningcongagdo+449@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Thekla,"#N/A","#N/A",Whitney,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(549) 839-9571,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2f2cd45f-fd65-478a-8846-e7425c0e7cb1,71150dd0-a91f-418d-a472-d243d1f5b8e8,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+24@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Tarra,"#N/A","#N/A",Brant,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",078 0017 4455,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2f84699a-57c9-4bd6-8003-c98911991266,55ff0cd5-e91a-4402-b670-0c63173d64f0,"#N/A","#N/A","#N/A","#N/A","Indra Nooyi is Chairman and Chief Executive Officer of PepsiCo. In its global food and beverage portfolio, PepsiCo has 22 brands that generate more than $1 billion each in annual retail sales. PepsiCo’s main businesses include Quaker, Tropicana, Gatorade, Frito-Lay and Pepsi-Cola.",jmanningcongagdo+377@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Mallorie,"#N/A","#N/A",Arnaldo,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(633) 909-9477,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
30433c0a-7c86-423b-a985-29a04b90ee38,1f237799-8740-420d-939a-14f426bdcdd4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+240@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Hermione,"#N/A","#N/A",Hansiain,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(893) 203-5336,"#N/A","#N/A",Chairman of the Board and CEO,Prodly,"#N/A","#N/A",false,false
3047ce63-d77c-4a9a-8e4d-765b7bab3978,0b05a375-0cd9-4195-937a-a0f662e20181,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+503@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Corny,"#N/A","#N/A",Aurthur,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3935,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
3084a2ae-c865-4ed9-a7f3-575c0bc55739,adb70696-5eb6-4a3b-ae32-1faebde2b1bf,"#N/A","#N/A","#N/A","#N/A","As CEO – AT&T International, Lee leads the strategy, marketing, and operations of providing mobile services to more than 13 million consumers and businesses in Mexico and pay-TV services to more than 13 million subscribers across 11 countries and territories in Latin America and the Caribbean.",jmanningcongagdo+537@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Maridel,"#N/A","#N/A",Sam,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(803) 709-7634,"#N/A","#N/A",CEO - International and Global Marketing Officer,Prodly,"#N/A","#N/A",false,false
308fc98f-9807-47f7-b240-9efb5902fc8f,8afd4ab0-68d1-452f-a910-118302831363,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+506@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Christian,"#N/A","#N/A",Hollis,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3938,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
30a58cdd-37c6-4038-adc4-9005494ecd31,24e250fb-0cb8-444f-9c9e-c2480cf3c742,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+203@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Kim,"#N/A","#N/A",Prent,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(484)576-8706,"#N/A","#N/A",CSO,Prodly,"#N/A","#N/A",false,false
30da3bc9-e482-48e5-9e65-48b608842bf9,4c77cd8f-7843-4a58-b479-1d50c4a12e5a,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+639@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Noni,"#N/A","#N/A",Fletch,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+81 725 925939,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
30e9d4d8-4b90-482a-9c16-aba4a5046227,b74806f8-d136-4840-b793-14321a3067d3,"#N/A","#N/A","#N/A","#N/A","Ms. Rucker joined Andeavor in March 2016 and is responsible for the company’s Legal and Corporate Affairs functions, which include corporate governance and securities law; litigation; business ethics and compliance; transactions; intellectual property; external and internal communications; community involvement initiatives and federal, state and local government affairs.",jmanningcongagdo+826@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Joete,"#N/A","#N/A",Kalle,"#N/A",Pittsburgh,USA,"#N/A","#N/A","#N/A",15212,PA,100 Art Rooney Avenue,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(101) 570-8040,"#N/A","#N/A","EVP, General Counsel & Secretary",Prodly,"#N/A","#N/A",false,false
30f45b0b-ce80-48d8-b800-3d70f4b5fb4f,81201a6a-3168-4348-a754-b15a6caf58fe,"#N/A",(03) 8223 6009,"#N/A",Marketing,"#N/A",jmanningcongagdo+10@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A",(03) 8223 6009,Melody,"#N/A","#N/A",Elmer,"#N/A",Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,0427 614 581,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,(03) 8223 6009,"#N/A","#N/A",VP of Marketing,Prodly,"#N/A","#N/A",false,false
30f78938-a659-4de5-800c-a5c3ca8f9d4e,4259b345-e4b5-45d1-89f9-de662268b45e,"#N/A","#N/A",1975-04-04,"#N/A","Mr. O’Neill has been Executive Vice President, Corporate Affairs & Communications since September 2014. Prior thereto, he had been Senior Vice President, Corporate Affairs & Communications since 1991.",jmanningcongagdo+535@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Ronalda,"#N/A","#N/A",Fields,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(820) 774-5778,"#N/A","#N/A",EVP -CORPORATE AFFAIRS & COMMUNICATIONS,Prodly,"#N/A","#N/A",false,false
31888bc9-f603-4795-a068-e25c7d5963d0,cf20d72d-12ce-4461-a704-b3b1c39fe5a7,"#N/A",(03) 6468 6310,"#N/A",Operations,"#N/A",jmanningcongagdo+6@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A",(03) 6468 6310,Joycelin,"#N/A","#N/A",Tannie,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,200 Elizabeth Street,0420 513 560,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,200 Elizabeth Street,(03) 6468 6310,"#N/A","#N/A","SVP, Operations",Prodly,"#N/A","#N/A",false,false
31a1af1e-b86f-48d1-a3b4-41935efb8205,76f19c59-33ef-45fc-a175-d074b99fbb21,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+198@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Daloris,"#N/A","#N/A",Falito,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0105,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
31a69d44-ad08-4757-8c3a-0158234bb316,d7fa01a0-e682-428d-b1ab-7f83f7572b70,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+131@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Elonore,"#N/A","#N/A",Urbano,"#N/A",San Francisco,USA,"#N/A","#N/A","#N/A",94107,CA,24 Willie Mays Plaza,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(560) 700-3572,"#N/A","#N/A",Chief Legal Officer,Prodly,"#N/A","#N/A",false,false
31de1dfb-f4bb-4b08-834c-0430e3b5e4b1,18220663-29e5-4001-bb58-dbff63f61acb,"#N/A","#N/A","#N/A","#N/A",Leads the global team of human resources professionals and is responsible for Real Estate & Facilities Services,jmanningcongagdo+191@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Steffie,"#N/A","#N/A",Alphonso,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(724) 203-1659,"#N/A","#N/A","VP, Human Resources and Real Estate & Facilities Services",Prodly,"#N/A","#N/A",false,false
31e9e333-1e7e-4789-be2c-6000466fa1b5,2bdbf3e8-2722-41fa-a45c-05311af1c7cd,"#N/A","#N/A",1978-04-04,"#N/A","#N/A",jmanningcongagdo+475@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Celisse,"#N/A","#N/A",Wilbert,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
31ec8851-04ab-401c-a57b-893d47baeb87,be0a05e0-3c22-493f-95e3-e680961fe411,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+511@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Sarina,"#N/A","#N/A",Fairleigh,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 3943,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
32152e8c-62e1-4e97-b8ab-2b4be0f3d084,15f41c0b-cbc0-43db-b6ce-dd827efb502d,"#N/A",(07) 8348 6058,"#N/A",Operations,"#N/A",jmanningcongagdo+143@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A",(07) 8348 6058,Marji,"#N/A","#N/A",Roman,"#N/A",Brisbane,Australia,"#N/A","#N/A","#N/A",4000,QLD,100 Roma St,0429 175 100,Brisbane,Australia,"#N/A","#N/A","#N/A","#N/A",4000,QLD,100 Roma St,(07) 8348 6058,"#N/A","#N/A",Head of Operations,Prodly,"#N/A","#N/A",false,false
32b46af5-6ecb-4b24-8bfe-d7c87aa7a6f7,5904327a-cac9-45dd-8eca-02d3202e4cae,"#N/A","#N/A","#N/A","#N/A","George R. Oliver is chairman and CEO of Johnson Controls. Prior to becoming CEO on Sept. 1, 2017, he served as president and chief operating officer with responsibility for the company’s operating businesses and leading the integration of Johnson Controls and Tyco following their September 2016 merger.",jmanningcongagdo+732@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Violette,"#N/A","#N/A",Demott,"#N/A",Kansas City,USA,"#N/A","#N/A","#N/A",64129,MO,1 Arrowhead Drive,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(722) 632-6201,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
32c0f129-9585-4238-9267-1a21223b0357,4259b345-e4b5-45d1-89f9-de662268b45e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+159@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Noreen,"#N/A","#N/A",Bartie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(425)742-4489,"#N/A","#N/A",SVP - Global Sales,Prodly,"#N/A","#N/A",false,false
32c24a10-b67f-46c6-a212-16102b555f4e,c8e50085-815c-4e7f-9aa1-0ac42dac4cf4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+202@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Tracey,"#N/A","#N/A",Oswell,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(440)475-1489,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
332f6db5-92cf-4e80-861e-e603c894dcbe,6ea46e2a-ea81-47e8-952e-9536de6d6b20,"#N/A","#N/A",1973-11-28,"#N/A","Meg McCarthy is Executive Vice President, Operations and Technology. She is responsible for information technology, service operations and global security for Aetna. She is a member of Aetna’s Executive Committee, the senior governing body of the company, reporting directly to Aetna's Chairman and CEO Mark T. Bertolini.",jmanningcongagdo+450@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Pauli,"#N/A","#N/A",Baron,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(252) 525-1579,"#N/A","#N/A","EVP, Ops and Technology",Prodly,"#N/A","#N/A",false,false
334e82e5-adb2-4bd2-9bde-4280eff8a711,34f360f2-e42b-4d5f-90db-3e3edadb786b,"#N/A","#N/A",1976-06-01,"#N/A","#N/A",jmanningcongagdo+456@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Danita,"#N/A","#N/A",Maynord,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(731) 388-3197,"#N/A","#N/A",Director,Prodly,"#N/A","#N/A",false,false
33809d5b-f564-4c84-9d06-8825afb6e282,c0774738-1531-4aaf-8435-48963c93e4db,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+152@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Hermina,"#N/A","#N/A",Louis,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0103,"#N/A","#N/A",SVP - Global Marketing,Prodly,"#N/A","#N/A",false,false
3399e45e-57bf-4f9c-b8f3-e5d1768032a8,1744de59-13ce-44e8-bd2b-d7a49850cdb0,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+558@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Marlene,"#N/A","#N/A",Filberte,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(051) 212-3456,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
33f84d7f-5161-476a-a6e9-546a89c7261b,1614f776-8303-4f05-ae5e-0243f84b03eb,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+480@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Elianora,"#N/A","#N/A",Wyndham,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
343f27b7-044d-4bb0-92af-35215c2cd309,3597d20a-4fd3-49df-90d9-91c64f70a677,"#N/A","#N/A","#N/A","#N/A","Chris Wheat is the Director of Business Research for the JPMorgan Chase Institute. Prior to joining JPMCI, he served as the Director of Analytics at a financial technology startup, where he led the development of advanced analytics algorithms. He previously was an Assistant Professor at the MIT Sloan School of Management and at the Center for Urban Entrepreneurship and Economic Development at Rutgers Business School.",jmanningcongagdo+723@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Ilse,"#N/A","#N/A",Codi,"#N/A",Green Bay,USA,"#N/A","#N/A","#N/A",54304,WI,1265 Lombardi Avenue,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(929) 722-8396,"#N/A","#N/A",Director of Business Research,Prodly,"#N/A","#N/A",false,false
3461054c-2adc-4872-a36f-3ff891da8a84,2671ffae-3d75-421b-8ff6-254a6d736333,"#N/A",(03) 7668 7869,"#N/A",Sales,"#N/A",jmanningcongagdo+13@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A",(03) 7668 7869,Regan,"#N/A","#N/A",Josiah,"#N/A",Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,0423 170 220,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,(03) 7668 7869,"#N/A","#N/A",Sales Executive,Prodly,"#N/A","#N/A",false,false
34692eee-a8ce-401b-89ec-a722c2cde6a4,19214873-6726-4fd4-9fbb-99947f2e9f9e,"#N/A","#N/A","#N/A","#N/A","Mr. Donald H. Layton, also known as Don, ACIS, LLBm has been the Chief Executive Officer at Federal Home Loan Mortgage Corporation since May 21, 2012. Mr. Layton has been a Senior Advisor of NewOak Capital LLC since March 2010. He has over 35 years of experience in financial services and as a corporate leader. Mr. Layton served as the Head of Finance and Risk Management at JPMorgan Chase & Co. since June 2004 and its Head of Technology since July 2003.",jmanningcongagdo+593@gmail.com.invalid.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Pollyanna,"#N/A","#N/A",Rufus,"#N/A",Arlington,USA,"#N/A","#N/A","#N/A",76011,TX,1 AT&T Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(864) 301-5588,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
34cbe0b1-81e2-42d1-a545-9c10b4a31e20,3944fd5f-973f-48f1-a98e-f43aa86a0686,"#N/A","#N/A","#N/A","#N/A","Tim Cook is the CEO of Apple and serves on its Board of Directors. Before being named CEO in August 2011, Tim was Apple’s Chief Operating Officer and was responsible for all of the company’s worldwide sales and operations, including end-to-end management of Apple’s supply chain, sales activities, and service and support in all markets and countries. He also headed Apple’s Macintosh division and played a key role in the continued development of strategic reseller and supplier relationships, ensuring flexibility in response to an increasingly demanding marketplace.",jmanningcongagdo+321@gmail.com.invalid.invalid.invalid.invalid.invalid,"#N/A","#N/A",Floris,"#N/A","#N/A",Flynn,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(514) 388-6168,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
